"SUBJECT"	"GENE"	"N"	"TOTAL"	"FREQ"
"17551"	"solC_9b"	"TRBV11-2"	176	8271	0.0212791681779712
"17552"	"solC_9b"	"TRBV11-3"	223	8271	0.0269616733164067
"17553"	"solC_9b"	"TRBV12-34"	328	8271	0.0396566316044009
"17554"	"solC_9b"	"TRBV12-5"	29	8271	0.00350622657477935
"17555"	"solC_9b"	"TRBV13"	57	8271	0.00689154878491114
"17556"	"solC_9b"	"TRBV14"	30	8271	0.00362713093942691
"17557"	"solC_9b"	"TRBV15"	172	8271	0.020795550719381
"17558"	"solC_9b"	"TRBV16"	0	8271	0
"17559"	"solC_9b"	"TRBV18"	27	8271	0.00326441784548422
"17560"	"solC_9b"	"TRBV19"	478	8271	0.0577922863015355
"17561"	"solC_9b"	"TRBV2"	14	8271	0.00169266110506589
"17562"	"solC_9b"	"TRBV20-1"	977	8271	0.11812356426067
"17563"	"solC_9b"	"TRBV21-1"	11	8271	0.0013299480111232
"17564"	"solC_9b"	"TRBV23-1"	4	8271	0.000483617458590255
"17565"	"solC_9b"	"TRBV24-1"	72	8271	0.00870511425462459
"17566"	"solC_9b"	"TRBV25-1"	41	8271	0.00495707895055011
"17567"	"solC_9b"	"TRBV26"	0	8271	0
"17568"	"solC_9b"	"TRBV27"	296	8271	0.0357876919356789
"17569"	"solC_9b"	"TRBV28"	18	8271	0.00217627856365615
"17570"	"solC_9b"	"TRBV29-1"	427	8271	0.0516261637045097
"17571"	"solC_9b"	"TRBV3-1"	1	8271	0.000120904364647564
"17572"	"solC_9b"	"TRBV3-2"	0	8271	0
"17573"	"solC_9b"	"TRBV30"	254	8271	0.0307097086204812
"17574"	"solC_9b"	"TRBV4-1"	39	8271	0.00471527022125499
"17575"	"solC_9b"	"TRBV4-2"	31	8271	0.00374803530407448
"17576"	"solC_9b"	"TRBV4-3"	0	8271	0
"17577"	"solC_9b"	"TRBV5-1"	243	8271	0.029379760609358
"17578"	"solC_9b"	"TRBV5-3"	12	8271	0.00145085237577077
"17579"	"solC_9b"	"TRBV5-4"	77	8271	0.00930963607786241
"17580"	"solC_9b"	"TRBV5-5"	147	8271	0.0177729416031919
"17581"	"solC_9b"	"TRBV5-6"	383	8271	0.0463063716600169
"17582"	"solC_9b"	"TRBV5-7"	9	8271	0.00108813928182807
"17583"	"solC_9b"	"TRBV5-8"	7	8271	0.000846330552532946
"17584"	"solC_9b"	"TRBV6-1"	427	8271	0.0516261637045097
"17585"	"solC_9b"	"TRBV6-23"	128	8271	0.0154757586748882
"17586"	"solC_9b"	"TRBV6-4"	137	8271	0.0165638979567162
"17587"	"solC_9b"	"TRBV6-5"	702	8271	0.0848748639825898
"17588"	"solC_9b"	"TRBV6-6"	149	8271	0.018014750332487
"17589"	"solC_9b"	"TRBV6-7"	9	8271	0.00108813928182807
"17590"	"solC_9b"	"TRBV6-8"	20	8271	0.00241808729295128
"17591"	"solC_9b"	"TRBV6-9"	66	8271	0.00797968806673921
"17592"	"solC_9b"	"TRBV7-1"	0	8271	0
"17593"	"solC_9b"	"TRBV7-2"	565	8271	0.0683109660258735
"17594"	"solC_9b"	"TRBV7-3"	150	8271	0.0181356546971346
"17595"	"solC_9b"	"TRBV7-4"	22	8271	0.0026598960222464
"17596"	"solC_9b"	"TRBV7-6"	349	8271	0.0421956232619998
"17597"	"solC_9b"	"TRBV7-7"	27	8271	0.00326441784548422
"17598"	"solC_9b"	"TRBV7-8"	9	8271	0.00108813928182807
"17599"	"solC_9b"	"TRBV7-9"	533	8271	0.0644420263571515
"17600"	"solC_9b"	"TRBV9"	22	8271	0.0026598960222464
"17601"	"HD_58"	"TRBV1"	0	32615	0
"17602"	"HD_58"	"TRBV10-1"	72	32615	0.00220757320251418
"17603"	"HD_58"	"TRBV10-2"	34	32615	0.00104246512340947
"17604"	"HD_58"	"TRBV10-3"	483	32615	0.0148091369001993
"17605"	"HD_58"	"TRBV11-1"	575	32615	0.0176299248811896
"17606"	"HD_58"	"TRBV11-2"	286	32615	0.00876897133220911
"17607"	"HD_58"	"TRBV11-3"	4	32615	0.000122642955695232
"17608"	"HD_58"	"TRBV12-34"	1897	32615	0.0581634217384639
"17609"	"HD_58"	"TRBV12-5"	27	32615	0.000827839950942818
"17610"	"HD_58"	"TRBV13"	265	32615	0.00812509581480914
"17611"	"HD_58"	"TRBV14"	217	32615	0.00665338034646635
"17612"	"HD_58"	"TRBV15"	911	32615	0.0279319331595891
"17613"	"HD_58"	"TRBV16"	0	32615	0
"17614"	"HD_58"	"TRBV18"	1239	32615	0.0379886555265982
"17615"	"HD_58"	"TRBV19"	3928	32615	0.120435382492718
"17616"	"HD_58"	"TRBV2"	40	32615	0.00122642955695232
"17617"	"HD_58"	"TRBV20-1"	1112	32615	0.0340947416832746
"17618"	"HD_58"	"TRBV21-1"	102	32615	0.00312739537022842
"17619"	"HD_58"	"TRBV23-1"	6	32615	0.000183964433542848
"17620"	"HD_58"	"TRBV24-1"	390	32615	0.0119576881802851
"17621"	"HD_58"	"TRBV25-1"	19	32615	0.000582554039552353
"17622"	"HD_58"	"TRBV26"	0	32615	0
"17623"	"HD_58"	"TRBV27"	2414	32615	0.0740150237620727
"17624"	"HD_58"	"TRBV28"	209	32615	0.00640809443507589
"17625"	"HD_58"	"TRBV29-1"	2605	32615	0.07987122489652
"17626"	"HD_58"	"TRBV3-1"	0	32615	0
"17627"	"HD_58"	"TRBV3-2"	0	32615	0
"17628"	"HD_58"	"TRBV30"	1	32615	3.06607389238081e-05
"17629"	"HD_58"	"TRBV4-1"	52	32615	0.00159435842403802
"17630"	"HD_58"	"TRBV4-2"	127	32615	0.00389391384332362
"17631"	"HD_58"	"TRBV4-3"	134	32615	0.00410853901579028
"17632"	"HD_58"	"TRBV5-1"	914	32615	0.0280239153763606
"17633"	"HD_58"	"TRBV5-3"	60	32615	0.00183964433542848
"17634"	"HD_58"	"TRBV5-4"	1256	32615	0.0385098880883029
"17635"	"HD_58"	"TRBV5-5"	961	32615	0.0294649701057795
"17636"	"HD_58"	"TRBV5-6"	1819	32615	0.0557718841024069
"17637"	"HD_58"	"TRBV5-7"	41	32615	0.00125709029587613
"17638"	"HD_58"	"TRBV5-8"	46	32615	0.00141039399049517
"17639"	"HD_58"	"TRBV6-1"	2062	32615	0.0632224436608922
"17640"	"HD_58"	"TRBV6-23"	1346	32615	0.0412693545914457
"17641"	"HD_58"	"TRBV6-4"	451	32615	0.0138279932546374
"17642"	"HD_58"	"TRBV6-5"	3225	32615	0.098880883029281
"17643"	"HD_58"	"TRBV6-6"	1071	32615	0.0328376513873984
"17644"	"HD_58"	"TRBV6-7"	7	32615	0.000214625172466656
"17645"	"HD_58"	"TRBV6-8"	61	32615	0.00187030507435229
"17646"	"HD_58"	"TRBV6-9"	87	32615	0.0026674842863713
"17647"	"HD_58"	"TRBV7-1"	0	32615	0
"17648"	"HD_58"	"TRBV7-2"	584	32615	0.0179058715315039
"17649"	"HD_58"	"TRBV7-3"	81	32615	0.00248351985282845
"17650"	"HD_58"	"TRBV7-4"	179	32615	0.00548827226736164
"17651"	"HD_58"	"TRBV7-6"	444	32615	0.0136133680821708
"17652"	"HD_58"	"TRBV7-7"	8	32615	0.000245285911390464
"17653"	"HD_58"	"TRBV7-8"	4	32615	0.000122642955695232
"17654"	"HD_58"	"TRBV7-9"	736	32615	0.0225663038479227
"17655"	"HD_58"	"TRBV9"	23	32615	0.000705196995247585
"17656"	"HD_59"	"TRBV1"	0	28757	0
"17657"	"HD_59"	"TRBV10-1"	20	28757	0.000695482838960949
"17658"	"HD_59"	"TRBV10-2"	4	28757	0.00013909656779219
"17659"	"HD_59"	"TRBV10-3"	444	28757	0.0154397190249331
"17660"	"HD_59"	"TRBV11-1"	809	28757	0.0281322808359704
"17661"	"HD_59"	"TRBV11-2"	126	28757	0.00438154188545398
"17662"	"HD_59"	"TRBV11-3"	1	28757	3.47741419480474e-05
"17663"	"HD_59"	"TRBV12-34"	1201	28757	0.041763744479605
"17664"	"HD_59"	"TRBV12-5"	9	28757	0.000312967277532427
"17665"	"HD_59"	"TRBV13"	306	28757	0.0106408874361025
"17666"	"HD_59"	"TRBV14"	21	28757	0.000730256980908996
"17667"	"HD_59"	"TRBV15"	544	28757	0.0189171332197378
"17668"	"HD_59"	"TRBV16"	0	28757	0
"17669"	"HD_59"	"TRBV18"	2986	28757	0.10383558785687
"17670"	"HD_59"	"TRBV19"	4992	28757	0.173592516604653
"17671"	"HD_59"	"TRBV2"	6	28757	0.000208644851688285
"17672"	"HD_59"	"TRBV20-1"	129	28757	0.00448586431129812
"17673"	"HD_59"	"TRBV21-1"	22	28757	0.000765031122857044
"17674"	"HD_59"	"TRBV23-1"	1	28757	3.47741419480474e-05
"17675"	"HD_59"	"TRBV24-1"	94	28757	0.00326876934311646
"17676"	"HD_59"	"TRBV25-1"	4	28757	0.00013909656779219
"17677"	"HD_59"	"TRBV26"	0	28757	0
"17678"	"HD_59"	"TRBV27"	1173	28757	0.0407900685050596
"17679"	"HD_59"	"TRBV28"	19	28757	0.000660708697012901
"17680"	"HD_59"	"TRBV29-1"	5620	28757	0.195430677748027
"17681"	"HD_59"	"TRBV3-1"	0	28757	0
"17682"	"HD_59"	"TRBV3-2"	0	28757	0
"17683"	"HD_59"	"TRBV30"	1085	28757	0.0377299440136315
"17684"	"HD_59"	"TRBV4-1"	1	28757	3.47741419480474e-05
"17685"	"HD_59"	"TRBV4-2"	30	28757	0.00104322425844142
"17686"	"HD_59"	"TRBV4-3"	22	28757	0.000765031122857044
"17687"	"HD_59"	"TRBV5-1"	369	28757	0.0128316583788295
"17688"	"HD_59"	"TRBV5-3"	95	28757	0.00330354348506451
"17689"	"HD_59"	"TRBV5-4"	861	28757	0.0299405362172688
"17690"	"HD_59"	"TRBV5-5"	637	28757	0.0221511284209062
"17691"	"HD_59"	"TRBV5-6"	923	28757	0.0320965330180478
"17692"	"HD_59"	"TRBV5-7"	18	28757	0.000625934555064854
"17693"	"HD_59"	"TRBV5-8"	12	28757	0.000417289703376569
"17694"	"HD_59"	"TRBV6-1"	1198	28757	0.0416594220537608
"17695"	"HD_59"	"TRBV6-23"	632	28757	0.021977257711166
"17696"	"HD_59"	"TRBV6-4"	125	28757	0.00434676774350593
"17697"	"HD_59"	"TRBV6-5"	1985	28757	0.0690266717668742
"17698"	"HD_59"	"TRBV6-6"	949	28757	0.033000660708697
"17699"	"HD_59"	"TRBV6-7"	1	28757	3.47741419480474e-05
"17700"	"HD_59"	"TRBV6-8"	88	28757	0.00306012449142817
"17701"	"HD_59"	"TRBV6-9"	18	28757	0.000625934555064854
"17702"	"HD_59"	"TRBV7-1"	0	28757	0
"17703"	"HD_59"	"TRBV7-2"	347	28757	0.0120666272559725
"17704"	"HD_59"	"TRBV7-3"	16	28757	0.000556386271168759
"17705"	"HD_59"	"TRBV7-4"	60	28757	0.00208644851688285
"17706"	"HD_59"	"TRBV7-6"	480	28757	0.0166915881350628
"17707"	"HD_59"	"TRBV7-7"	1	28757	3.47741419480474e-05
"17708"	"HD_59"	"TRBV7-8"	0	28757	0
"17709"	"HD_59"	"TRBV7-9"	270	28757	0.00938901832597281
"17710"	"HD_59"	"TRBV9"	3	28757	0.000104322425844142
"17711"	"HD_6"	"TRBV1"	0	38885	0
"17712"	"HD_6"	"TRBV10-1"	57	38885	0.00146586087180147
"17713"	"HD_6"	"TRBV10-2"	17	38885	0.000437186575800437
"17714"	"HD_6"	"TRBV10-3"	817	38885	0.021010672495821
"17715"	"HD_6"	"TRBV11-1"	1087	38885	0.027954223993828
"17716"	"HD_6"	"TRBV11-2"	140	38885	0.0036003600360036
"17717"	"HD_6"	"TRBV11-3"	2492	38885	0.0640864086408641
"17718"	"HD_6"	"TRBV12-34"	1692	38885	0.0435129227208435
"17719"	"HD_6"	"TRBV12-5"	12	38885	0.000308602288800309
"17720"	"HD_6"	"TRBV13"	384	38885	0.00987527324160987
"17721"	"HD_6"	"TRBV14"	28	38885	0.00072007200720072
"17722"	"HD_6"	"TRBV15"	976	38885	0.0250996528224251
"17723"	"HD_6"	"TRBV16"	0	38885	0
"17724"	"HD_6"	"TRBV18"	761	38885	0.0195705284814196
"17725"	"HD_6"	"TRBV19"	4713	38885	0.121203548926321
"17726"	"HD_6"	"TRBV2"	2	38885	5.14337148000514e-05
"17727"	"HD_6"	"TRBV20-1"	278	38885	0.00714928635720715
"17728"	"HD_6"	"TRBV21-1"	14	38885	0.00036003600360036
"17729"	"HD_6"	"TRBV23-1"	0	38885	0
"17730"	"HD_6"	"TRBV24-1"	367	38885	0.00943808666580944
"17731"	"HD_6"	"TRBV25-1"	15	38885	0.000385752861000386
"17732"	"HD_6"	"TRBV26"	0	38885	0
"17733"	"HD_6"	"TRBV27"	2284	38885	0.0587373023016587
"17734"	"HD_6"	"TRBV28"	6	38885	0.000154301144400154
"17735"	"HD_6"	"TRBV29-1"	4082	38885	0.104976211906905
"17736"	"HD_6"	"TRBV3-1"	0	38885	0
"17737"	"HD_6"	"TRBV3-2"	0	38885	0
"17738"	"HD_6"	"TRBV30"	1123	38885	0.0288800308602289
"17739"	"HD_6"	"TRBV4-1"	4	38885	0.000102867429600103
"17740"	"HD_6"	"TRBV4-2"	22	38885	0.000565770862800566
"17741"	"HD_6"	"TRBV4-3"	29	38885	0.000745788864600746
"17742"	"HD_6"	"TRBV5-1"	522	38885	0.0134241995628134
"17743"	"HD_6"	"TRBV5-3"	92	38885	0.00236595088080237
"17744"	"HD_6"	"TRBV5-4"	1967	38885	0.0505850585058506
"17745"	"HD_6"	"TRBV5-5"	775	38885	0.0199305644850199
"17746"	"HD_6"	"TRBV5-6"	2240	38885	0.0576057605760576
"17747"	"HD_6"	"TRBV5-7"	28	38885	0.00072007200720072
"17748"	"HD_6"	"TRBV5-8"	22	38885	0.000565770862800566
"17749"	"HD_6"	"TRBV6-1"	1925	38885	0.0495049504950495
"17750"	"HD_6"	"TRBV6-23"	1344	38885	0.0345634563456346
"17751"	"HD_6"	"TRBV6-4"	272	38885	0.00699498521280699
"17752"	"HD_6"	"TRBV6-5"	4954	38885	0.127401311559727
"17753"	"HD_6"	"TRBV6-6"	1170	38885	0.0300887231580301
"17754"	"HD_6"	"TRBV6-7"	0	38885	0
"17755"	"HD_6"	"TRBV6-8"	31	38885	0.000797222579400797
"17756"	"HD_6"	"TRBV6-9"	205	38885	0.00527195576700527
"17757"	"HD_6"	"TRBV7-1"	0	38885	0
"17758"	"HD_6"	"TRBV7-2"	385	38885	0.0099009900990099
"17759"	"HD_6"	"TRBV7-3"	26	38885	0.000668638292400669
"17760"	"HD_6"	"TRBV7-4"	249	38885	0.0064034974926064
"17761"	"HD_6"	"TRBV7-6"	634	38885	0.0163044875916163
"17762"	"HD_6"	"TRBV7-7"	3	38885	7.71505722000771e-05
"17763"	"HD_6"	"TRBV7-8"	3	38885	7.71505722000771e-05
"17764"	"HD_6"	"TRBV7-9"	631	38885	0.0162273370194162
"17765"	"HD_6"	"TRBV9"	5	38885	0.000128584287000129
"17766"	"HD_60"	"TRBV1"	0	63572	0
"17767"	"HD_60"	"TRBV10-1"	56	63572	0.000880890958283521
"17768"	"HD_60"	"TRBV10-2"	20	63572	0.000314603913672686
"17769"	"HD_60"	"TRBV10-3"	751	63572	0.0118133769584094
"17770"	"HD_60"	"TRBV11-1"	1466	63572	0.0230604668722079
"17771"	"HD_60"	"TRBV11-2"	368	63572	0.00578871201157742
"17772"	"HD_60"	"TRBV11-3"	15	63572	0.000235952935254515
"17773"	"HD_60"	"TRBV12-34"	2652	63572	0.0417164789529982
"17774"	"HD_60"	"TRBV12-5"	28	63572	0.000440445479141761
"17775"	"HD_60"	"TRBV13"	517	63572	0.00813251116843893
"17776"	"HD_60"	"TRBV14"	327	63572	0.00514377398854842
"17777"	"HD_60"	"TRBV15"	1807	63572	0.0284244636003272
"17778"	"HD_60"	"TRBV16"	0	63572	0
"17779"	"HD_60"	"TRBV18"	3669	63572	0.0577140879632543
"17780"	"HD_60"	"TRBV19"	7127	63572	0.112109104637262
"17781"	"HD_60"	"TRBV2"	77	63572	0.00121122506763984
"17782"	"HD_60"	"TRBV20-1"	1104	63572	0.0173661360347323
"17783"	"HD_60"	"TRBV21-1"	96	63572	0.00151009878562889
"17784"	"HD_60"	"TRBV23-1"	1	63572	1.57301956836343e-05
"17785"	"HD_60"	"TRBV24-1"	588	63572	0.00924935506197697
"17786"	"HD_60"	"TRBV25-1"	20	63572	0.000314603913672686
"17787"	"HD_60"	"TRBV26"	0	63572	0
"17788"	"HD_60"	"TRBV27"	3553	63572	0.0558893852639527
"17789"	"HD_60"	"TRBV28"	306	63572	0.0048134398791921
"17790"	"HD_60"	"TRBV29-1"	5591	63572	0.0879475240671994
"17791"	"HD_60"	"TRBV3-1"	1	63572	1.57301956836343e-05
"17792"	"HD_60"	"TRBV3-2"	0	63572	0
"17793"	"HD_60"	"TRBV30"	1981	63572	0.0311615176492796
"17794"	"HD_60"	"TRBV4-1"	39	63572	0.000613477631661738
"17795"	"HD_60"	"TRBV4-2"	199	63572	0.00313030894104323
"17796"	"HD_60"	"TRBV4-3"	363	63572	0.00571006103315925
"17797"	"HD_60"	"TRBV5-1"	1341	63572	0.0210941924117536
"17798"	"HD_60"	"TRBV5-3"	94	63572	0.00147863839426162
"17799"	"HD_60"	"TRBV5-4"	1919	63572	0.0301862455168942
"17800"	"HD_60"	"TRBV5-5"	1365	63572	0.0214717171081608
"17801"	"HD_60"	"TRBV5-6"	2737	63572	0.0430535455861071
"17802"	"HD_60"	"TRBV5-7"	71	63572	0.00111684389353804
"17803"	"HD_60"	"TRBV5-8"	33	63572	0.000519096457559932
"17804"	"HD_60"	"TRBV6-1"	3629	63572	0.0570848801359089
"17805"	"HD_60"	"TRBV6-23"	3300	63572	0.0519096457559932
"17806"	"HD_60"	"TRBV6-4"	480	63572	0.00755049392814447
"17807"	"HD_60"	"TRBV6-5"	8244	63572	0.129679733215881
"17808"	"HD_60"	"TRBV6-6"	2988	63572	0.0470018247026993
"17809"	"HD_60"	"TRBV6-7"	5	63572	7.86509784181715e-05
"17810"	"HD_60"	"TRBV6-8"	276	63572	0.00434153400868307
"17811"	"HD_60"	"TRBV6-9"	51	63572	0.00080223997986535
"17812"	"HD_60"	"TRBV7-1"	0	63572	0
"17813"	"HD_60"	"TRBV7-2"	1372	63572	0.0215818284779463
"17814"	"HD_60"	"TRBV7-3"	81	63572	0.00127414585037438
"17815"	"HD_60"	"TRBV7-4"	651	63572	0.0102403573900459
"17816"	"HD_60"	"TRBV7-6"	765	63572	0.0120335996979802
"17817"	"HD_60"	"TRBV7-7"	9	63572	0.000141571761152709
"17818"	"HD_60"	"TRBV7-8"	12	63572	0.000188762348203612
"17819"	"HD_60"	"TRBV7-9"	1403	63572	0.0220694645441389
"17820"	"HD_60"	"TRBV9"	24	63572	0.000377524696407223
"17821"	"HD_61"	"TRBV1"	0	44114	0
"17822"	"HD_61"	"TRBV10-1"	21	44114	0.000476039352586481
"17823"	"HD_61"	"TRBV10-2"	2	44114	4.53370811987124e-05
"17824"	"HD_61"	"TRBV10-3"	719	44114	0.0162986806909371
"17825"	"HD_61"	"TRBV11-1"	392	44114	0.00888606791494764
"17826"	"HD_61"	"TRBV11-2"	15	44114	0.000340028108990343
"17827"	"HD_61"	"TRBV11-3"	0	44114	0
"17828"	"HD_61"	"TRBV12-34"	4807	44114	0.108967674661105
"17829"	"HD_61"	"TRBV12-5"	3	44114	6.80056217980686e-05
"17830"	"HD_61"	"TRBV13"	765	44114	0.0173414335585075
"17831"	"HD_61"	"TRBV14"	4	44114	9.06741623974249e-05
"17832"	"HD_61"	"TRBV15"	1359	44114	0.0308065466745251
"17833"	"HD_61"	"TRBV16"	0	44114	0
"17834"	"HD_61"	"TRBV18"	342	44114	0.00775264088497983
"17835"	"HD_61"	"TRBV19"	3887	44114	0.0881126173096976
"17836"	"HD_61"	"TRBV2"	0	44114	0
"17837"	"HD_61"	"TRBV20-1"	1031	44114	0.0233712653579363
"17838"	"HD_61"	"TRBV21-1"	34	44114	0.000770730380378111
"17839"	"HD_61"	"TRBV23-1"	0	44114	0
"17840"	"HD_61"	"TRBV24-1"	275	44114	0.00623384866482296
"17841"	"HD_61"	"TRBV25-1"	2	44114	4.53370811987124e-05
"17842"	"HD_61"	"TRBV26"	0	44114	0
"17843"	"HD_61"	"TRBV27"	3647	44114	0.0826721675658521
"17844"	"HD_61"	"TRBV28"	6	44114	0.000136011243596137
"17845"	"HD_61"	"TRBV29-1"	3987	44114	0.0903794713696332
"17846"	"HD_61"	"TRBV3-1"	0	44114	0
"17847"	"HD_61"	"TRBV3-2"	0	44114	0
"17848"	"HD_61"	"TRBV30"	985	44114	0.0223285124903659
"17849"	"HD_61"	"TRBV4-1"	2	44114	4.53370811987124e-05
"17850"	"HD_61"	"TRBV4-2"	103	44114	0.00233485968173369
"17851"	"HD_61"	"TRBV4-3"	344	44114	0.00779797796617854
"17852"	"HD_61"	"TRBV5-1"	111	44114	0.00251620800652854
"17853"	"HD_61"	"TRBV5-3"	36	44114	0.000816067461576824
"17854"	"HD_61"	"TRBV5-4"	602	44114	0.0136464614408124
"17855"	"HD_61"	"TRBV5-5"	743	44114	0.0168427256653217
"17856"	"HD_61"	"TRBV5-6"	2411	44114	0.0546538513850478
"17857"	"HD_61"	"TRBV5-7"	67	44114	0.00151879222015687
"17858"	"HD_61"	"TRBV5-8"	4	44114	9.06741623974249e-05
"17859"	"HD_61"	"TRBV6-1"	2747	44114	0.0622704810264315
"17860"	"HD_61"	"TRBV6-23"	2935	44114	0.0665321666591105
"17861"	"HD_61"	"TRBV6-4"	1535	44114	0.0347962098200118
"17862"	"HD_61"	"TRBV6-5"	8195	44114	0.185768690211724
"17863"	"HD_61"	"TRBV6-6"	1561	44114	0.035385591875595
"17864"	"HD_61"	"TRBV6-7"	0	44114	0
"17865"	"HD_61"	"TRBV6-8"	110	44114	0.00249353946592918
"17866"	"HD_61"	"TRBV6-9"	58	44114	0.00131477535476266
"17867"	"HD_61"	"TRBV7-1"	0	44114	0
"17868"	"HD_61"	"TRBV7-2"	71	44114	0.00160946638255429
"17869"	"HD_61"	"TRBV7-3"	1	44114	2.26685405993562e-05
"17870"	"HD_61"	"TRBV7-4"	83	44114	0.00188148886974657
"17871"	"HD_61"	"TRBV7-6"	89	44114	0.0020175001133427
"17872"	"HD_61"	"TRBV7-7"	2	44114	4.53370811987124e-05
"17873"	"HD_61"	"TRBV7-8"	0	44114	0
"17874"	"HD_61"	"TRBV7-9"	21	44114	0.000476039352586481
"17875"	"HD_61"	"TRBV9"	0	44114	0
"17876"	"HD_62"	"TRBV1"	0	54952	0
"17877"	"HD_62"	"TRBV10-1"	124	54952	0.00225651477653225
"17878"	"HD_62"	"TRBV10-2"	103	54952	0.00187436308050662
"17879"	"HD_62"	"TRBV10-3"	903	54952	0.0164325229291018
"17880"	"HD_62"	"TRBV11-1"	779	54952	0.0141760081525695
"17881"	"HD_62"	"TRBV11-2"	460	54952	0.0083709419129422
"17882"	"HD_62"	"TRBV11-3"	12	54952	0.000218372397728927
"17883"	"HD_62"	"TRBV12-34"	3529	54952	0.0642196826321153
"17884"	"HD_62"	"TRBV12-5"	33	54952	0.000600524093754549
"17885"	"HD_62"	"TRBV13"	337	54952	0.0061326248362207
"17886"	"HD_62"	"TRBV14"	308	54952	0.00560489154170913
"17887"	"HD_62"	"TRBV15"	911	54952	0.0165781045275877
"17888"	"HD_62"	"TRBV16"	0	54952	0
"17889"	"HD_62"	"TRBV18"	1594	54952	0.0290071334983258
"17890"	"HD_62"	"TRBV19"	6870	54952	0.125018197699811
"17891"	"HD_62"	"TRBV2"	45	54952	0.000818896491483476
"17892"	"HD_62"	"TRBV20-1"	1094	54952	0.0199082835929539
"17893"	"HD_62"	"TRBV21-1"	152	54952	0.00276605037123308
"17894"	"HD_62"	"TRBV23-1"	6	54952	0.000109186198864464
"17895"	"HD_62"	"TRBV24-1"	897	54952	0.0163233367302373
"17896"	"HD_62"	"TRBV25-1"	22	54952	0.000400349395836366
"17897"	"HD_62"	"TRBV26"	0	54952	0
"17898"	"HD_62"	"TRBV27"	3516	54952	0.0639831125345756
"17899"	"HD_62"	"TRBV28"	126	54952	0.00229291017615373
"17900"	"HD_62"	"TRBV29-1"	4022	54952	0.0731911486388121
"17901"	"HD_62"	"TRBV3-1"	0	54952	0
"17902"	"HD_62"	"TRBV3-2"	1	54952	1.81976998107439e-05
"17903"	"HD_62"	"TRBV30"	1556	54952	0.0283156209055175
"17904"	"HD_62"	"TRBV4-1"	45	54952	0.000818896491483476
"17905"	"HD_62"	"TRBV4-2"	106	54952	0.00192895617993886
"17906"	"HD_62"	"TRBV4-3"	309	54952	0.00562308924151987
"17907"	"HD_62"	"TRBV5-1"	1552	54952	0.0282428301062746
"17908"	"HD_62"	"TRBV5-3"	264	54952	0.0048041927500364
"17909"	"HD_62"	"TRBV5-4"	2034	54952	0.0370141214150531
"17910"	"HD_62"	"TRBV5-5"	1234	54952	0.022455961566458
"17911"	"HD_62"	"TRBV5-6"	2238	54952	0.0407264521764449
"17912"	"HD_62"	"TRBV5-7"	45	54952	0.000818896491483476
"17913"	"HD_62"	"TRBV5-8"	28	54952	0.00050953559470083
"17914"	"HD_62"	"TRBV6-1"	3086	54952	0.0561581016159557
"17915"	"HD_62"	"TRBV6-23"	3483	54952	0.0633825884408211
"17916"	"HD_62"	"TRBV6-4"	510	54952	0.0092808269034794
"17917"	"HD_62"	"TRBV6-5"	6343	54952	0.115428009899549
"17918"	"HD_62"	"TRBV6-6"	2290	54952	0.0416727325666036
"17919"	"HD_62"	"TRBV6-7"	8	54952	0.000145581598485951
"17920"	"HD_62"	"TRBV6-8"	62	54952	0.00112825738826612
"17921"	"HD_62"	"TRBV6-9"	68	54952	0.00123744358713059
"17922"	"HD_62"	"TRBV7-1"	0	54952	0
"17923"	"HD_62"	"TRBV7-2"	1145	54952	0.0208363662833018
"17924"	"HD_62"	"TRBV7-3"	92	54952	0.00167418838258844
"17925"	"HD_62"	"TRBV7-4"	219	54952	0.00398529625855292
"17926"	"HD_62"	"TRBV7-6"	825	54952	0.0150131023438637
"17927"	"HD_62"	"TRBV7-7"	17	54952	0.000309360896782647
"17928"	"HD_62"	"TRBV7-8"	8	54952	0.000145581598485951
"17929"	"HD_62"	"TRBV7-9"	1512	54952	0.0275149221138448
"17930"	"HD_62"	"TRBV9"	29	54952	0.000527733294511574
"17931"	"HD_63"	"TRBV1"	0	33649	0
"17932"	"HD_63"	"TRBV10-1"	61	33649	0.00181283247644804
"17933"	"HD_63"	"TRBV10-2"	85	33649	0.00252607804095218
"17934"	"HD_63"	"TRBV10-3"	522	33649	0.0155130910279652
"17935"	"HD_63"	"TRBV11-1"	293	33649	0.00870753959998811
"17936"	"HD_63"	"TRBV11-2"	187	33649	0.0055573716900948
"17937"	"HD_63"	"TRBV11-3"	14	33649	0.000416059912627418
"17938"	"HD_63"	"TRBV12-34"	2814	33649	0.0836280424381111
"17939"	"HD_63"	"TRBV12-5"	41	33649	0.00121846117269458
"17940"	"HD_63"	"TRBV13"	1811	33649	0.0538203215548753
"17941"	"HD_63"	"TRBV14"	119	33649	0.00353650925733306
"17942"	"HD_63"	"TRBV15"	608	33649	0.018068887634105
"17943"	"HD_63"	"TRBV16"	0	33649	0
"17944"	"HD_63"	"TRBV18"	1183	33649	0.0351570626170169
"17945"	"HD_63"	"TRBV19"	4789	33649	0.142322208683765
"17946"	"HD_63"	"TRBV2"	22	33649	0.0006538084341288
"17947"	"HD_63"	"TRBV20-1"	568	33649	0.0168801450265981
"17948"	"HD_63"	"TRBV21-1"	97	33649	0.00288270082320426
